sy_name,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens
"Kepler-1231",1.01,-0.040,"[Fe/H]",,4.51,,1.5564
"Kepler-62",0.73,-0.360,"[Fe/H]",,4.65,,3.8918
"Kepler-1203",0.56,,,,4.73,14.000,
"Kepler-298",0.66,-0.240,"[Fe/H]",,4.68,,3.2493
"Kepler-174",0.64,-0.520,"[Fe/H]",,4.62,,3.5026
"Kepler-524",1.04,0.000,"[Fe/H]",,4.39,,0.3953
"GJ 3473",0.34,,,-1.857,4.87,,10.7392
"Kepler-1383",1.16,,,,4.25,3.470,
"HD 44219",,,,0.309,,,
"HD 16141",,,,,,,
"HD 113337",,,,,,,
"Kepler-299",,,,,4.55,,
"Kepler-1162",,-0.087,"[Fe/H]",,4.90,,
"HD 40956",2.00,0.140,"[Fe/H]",1.664,3.02,1.350,
"Kepler-449",,,,,,,
"Kepler-208",1.21,0.180,"[Fe/H]",,4.17,,1.0060
"Kepler-37",0.80,-0.320,"[Fe/H]",,4.57,,4.0718
"Kepler-591",1.04,0.040,"[Fe/H]",,4.50,,1.0031
"HD 38529",1.41,,,,3.77,,
"HD 7199",0.89,0.280,"[Fe/H]",-0.155,4.34,6.790,
"Kepler-28",,,,,,,
"HD 70573",,,,,,,
"Kepler-464",,,,,4.29,,
"HD 83443",0.95,0.340,"[Fe/H]",-0.070,4.43,,
"Kepler-305",0.90,,,,4.51,,
"HD 93385",1.10,0.023,"[M/H]",0.206,4.33,,0.9324
"Kepler-973",,,,,4.59,,
"Kepler-529",0.98,-0.500,"[Fe/H]",,4.53,,1.1094
"HD 135872",1.65,,,,,,
"Kepler-122",,,,,4.53,,
"Kepler-403",1.28,0.240,"[Fe/H]",,4.19,,0.2592
"Kepler-1005",0.92,-0.060,"[Fe/H]",,4.32,,4.3836
"Kepler-1530",1.01,0.200,"[Fe/H]",,4.21,,1.2027
"Kepler-1886",0.92,-0.220,"[Fe/H]",,4.56,,1.9984
"Kepler-1862",0.90,-0.220,"[Fe/H]",,4.57,,0.0352
"Kepler-1425",0.71,-0.640,"[Fe/H]",,4.50,,0.0937
"Kepler-1311",1.00,-0.120,"[Fe/H]",,4.25,,0.3121
"Kepler-309",0.52,-0.280,"[Fe/H]",,4.76,,2.8955
"Kepler-1040",0.98,0.010,"[Fe/H]",,4.47,4.170,
"Kepler-1572",1.02,-0.260,"[Fe/H]",,4.16,,2.9423
"Kepler-576",1.01,0.300,"[Fe/H]",,4.27,,29.3472
"Kepler-981",0.97,,,,4.54,,
"Kepler-1401",0.98,-0.280,"[Fe/H]",,4.52,,0.0438
"TOI-431",0.80,0.020,"[M/H]",-0.565,4.62,,2.9398
"Kepler-270",1.16,-0.140,"[Fe/H]",,4.27,,0.7146
"GJ 143",,,,,4.32,,
"Kepler-1280",,,,,,,
"Kepler-495",,,,,4.64,,
"Kepler-175",,,,,4.51,,
"Kepler-1903",1.16,,,,4.43,0.230,
"HD 189733",0.82,-0.008,"[Fe/H]",,,1.580,
"Kepler-1752",0.82,-0.200,"[Fe/H]",,4.53,,0.2427
"Kepler-261",,,,,,,
"Kepler-1439",,,,,,,
"Kepler-638",0.88,0.040,"[Fe/H]",,4.43,11.750,
"Kepler-485",1.06,,,,4.50,0.300,
"Kepler-1356",0.84,-0.160,"[Fe/H]",,4.61,,5.9908
"Kepler-1002",,,,,,,
"HIP 91258",0.97,0.230,"[M/H]",-0.176,4.52,,1.9193
"Kepler-759",,-0.167,"[Fe/H]",,4.45,,
"Kepler-59",1.07,-0.260,"[Fe/H]",,4.46,,0.5665
"Kepler-1983",,0.065,"[Fe/H]",,4.33,,
"Kepler-271",,,,,4.49,,
"Kepler-1640",1.34,0.260,"[Fe/H]",,4.14,,0.8896
"Kepler-1258",1.01,-0.220,"[Fe/H]",,4.51,,1.1738
"Kepler-174",0.58,-0.640,"[Fe/H]",,4.66,,3.3395
"Kepler-46",0.88,0.420,"[Fe/H]",,4.45,,1.2490
"Kepler-291",0.90,-0.110,"[Fe/H]",,4.52,4.370,
"Kepler-1358",0.75,-0.260,"[Fe/H]",,4.49,,3.9635
"Kepler-1458",,-0.053,"[Fe/H]",,4.41,,
"Kepler-1773",1.24,0.260,"[Fe/H]",,4.30,,0.6303
"Kepler-217",1.14,-0.120,"[Fe/H]",,4.04,,0.7042
"Kepler-881",1.06,0.000,"[Fe/H]",,4.39,3.800,
"Kepler-224",0.77,-0.360,"[Fe/H]",,4.63,,0.5247
"Kepler-428",0.86,0.160,"[Fe/H]",,4.58,,2.4646
"Kepler-1027",0.95,-0.200,"[Fe/H]",,3.95,,3.8612
"Kepler-958",0.91,0.060,"[Fe/H]",,4.37,,11.3748
"Kepler-788",1.16,0.050,"[Fe/H]",,4.32,3.020,
"Kepler-798",1.16,-0.100,"[Fe/H]",,4.38,,0.7101
"Kepler-767",0.96,-0.200,"[Fe/H]",,4.54,,32.3173
"Kepler-942",,0.437,"[Fe/H]",,4.18,,
"Kepler-779",0.41,-0.070,"[Fe/H]",,4.85,,4.5421
"Kepler-210",,,,,4.66,,
"HD 5319",1.28,0.020,"[Fe/H]",,3.22,,
"Kepler-1078",0.82,,,,4.64,,
"Kepler-893",,,,,,,
"Kepler-578",0.90,,,-0.337,4.57,,2.3452
"Kepler-1480",0.67,,,-0.847,4.60,,3.0280
"Kepler-1017",,,,,,,
"Kepler-10",0.90,-0.150,"[Fe/H]",,4.34,,1.2483
"Kepler-717",0.97,-0.240,"[Fe/H]",,4.46,,0.0572
"Kepler-1124",0.56,,,,4.74,,
"Kepler-826",,,,,,,
"Kepler-490",,,,,4.19,,
"Kepler-271",0.82,-0.200,"[Fe/H]",,4.45,,2.0549
"Kepler-1426",,-0.029,"[Fe/H]",,4.52,,
"Kepler-1147",,,,,4.42,,
"Kepler-117",1.18,,,,4.40,0.680,
"Kepler-1014",0.88,-0.060,"[Fe/H]",,4.54,4.790,
"Kepler-1383",0.93,-0.540,"[Fe/H]",,4.25,,1.4308
"Kepler-1800",0.90,-0.060,"[Fe/H]",,4.06,,1.6946
"Kepler-841",0.78,-0.460,"[Fe/H]",,4.62,,25.3686
"Kepler-1709",1.00,-0.040,"[Fe/H]",,4.40,,7.2716
"MASCARA-1",,,,,4.11,,
"Kepler-267",0.49,-0.260,"[Fe/H]",,4.78,,18.8735
"Kepler-430",1.21,0.200,"[Fe/H]",,4.15,,1.7237
"Kepler-1826",0.59,,,-1.122,4.65,,3.7717
"Kepler-748",1.00,-0.080,"[Fe/H]",,4.47,,1.3338
"Kepler-79",1.08,-0.280,"[Fe/H]",,4.44,,0.7723
"Kepler-979",0.87,0.140,"[Fe/H]",,4.49,,4.0297
"Kepler-991",0.56,-0.480,"[Fe/H]",,4.70,,6.1373
"Kepler-135",1.26,0.260,"[Fe/H]",,4.27,,0.1584
"Kepler-389",0.82,-0.200,"[Fe/H]",,4.56,,3.0694
"Kepler-1190",0.68,-0.180,"[Fe/H]",,4.59,,2.1330
"Kepler-362",0.81,-0.720,"[Fe/H]",,4.62,,0.5050
"Kepler-251",,,,,4.32,,
"GJ 15",0.38,,,-1.699,,,
"Kepler-777",0.63,,,-0.968,4.58,,2.9141
"HD 70573",0.90,-0.040,"[Fe/H]",-0.275,4.57,1.000,
"Kepler-25",1.17,,,,,,
"Kepler-1406",0.94,0.000,"[Fe/H]",,4.31,,0.2565
"HD 107148",1.14,,,,4.39,5.600,
"Kepler-916",,,,,,,
"HD 80869",1.06,,,,,,
"HD 176986",0.82,0.008,"[M/H]",-0.453,4.55,,2.2958
"Kepler-21",1.16,-0.100,"[Fe/H]",,4.03,,0.0628
"Kepler-232",0.98,,,0.052,4.32,,0.9329
"HD 114783",,,,,,,
"Kepler-772",,,,,4.24,,
"Kepler-91",1.31,0.110,"[Fe/H]",1.225,2.95,4.860,0.0073
"Kepler-1393",0.91,-0.280,"[Fe/H]",,4.56,,2.0033
"Kepler-318",1.05,0.210,"[Fe/H]",,4.51,,0.7364
"HD 204313",,,,,,,
"Kepler-296",0.38,-0.070,"[Fe/H]",,4.88,,3.6647
"Kepler-566",0.74,-0.220,"[Fe/H]",,4.53,,6.2581
"Kepler-187",0.90,-0.340,"[Fe/H]",,4.31,,0.4131
"Kepler-215",0.81,-0.380,"[Fe/H]",,4.34,,8.3630
"Kepler-692",0.93,0.080,"[Fe/H]",,4.41,,2.3898
"Kepler-774",1.30,-0.134,"[M/H]",0.753,3.99,,0.2625
"Kepler-1308",0.47,0.070,"[Fe/H]",,4.84,,1.8607
"HD 171028",1.01,-0.478,"[M/H]",0.779,3.63,,0.0873
"Kepler-415",0.67,-0.180,"[Fe/H]",,4.65,,4.8842
"Kepler-726",0.81,-0.500,"[Fe/H]",,4.63,,1.6666
"KIC 8121913",1.46,0.252,"[Fe/H]",,3.90,,
"Kepler-1174",1.01,-0.200,"[Fe/H]",,4.51,,4.0506
"Kepler-1482",0.71,-0.660,"[Fe/H]",,4.62,,7.5990
"Kepler-1321",0.59,,,,4.65,,
"Kepler-255",,0.212,"[Fe/H]",,4.58,,
"HD 20782",,,,,,,
"Kepler-1735",0.55,,,,4.74,14.000,
"Kepler-1011",,,,,,,
"Kepler-99",,,,-0.618,,,
"Kepler-1247",0.89,,,,4.58,,
"Kepler-1283",0.95,-0.400,"[Fe/H]",,4.54,,0.1276
"rho CrB",,,,,,,
"Kepler-42",0.13,-0.480,"[Fe/H]",,5.09,,8.0832
"TOI-2136",0.33,,,-1.855,4.88,,11.3415
"GJ 832",0.45,-0.300,"[Fe/H]",-1.585,4.70,,
"Kepler-1854",0.81,,,,4.64,0.700,
"Kepler-810",,,,,4.53,,
"HD 110082",,,,,4.35,,
"Kepler-1165",,,,,,,
"CoRoT-23",1.14,0.050,"[Fe/H]",,4.30,7.200,0.5000
"Kepler-1376",,,,,,,
"HD 216435",,,,,,2.220,
"Kepler-1237",1.00,0.360,"[Fe/H]",,4.54,,4.0196
"Kepler-1243",0.90,-0.220,"[Fe/H]",,4.49,,2.3053
"Kepler-245",0.80,-0.020,"[Fe/H]",,4.46,,3.2878
"Kepler-647",0.93,-0.260,"[Fe/H]",,4.36,,0.4510
"Kepler-1033",0.94,0.060,"[Fe/H]",,4.49,5.010,
"Kepler-1583",0.97,0.009,"[M/H]",-0.018,4.37,,1.1232
"Kepler-339",0.87,0.160,"[Fe/H]",,4.36,,2.0481
"Kepler-207",1.18,0.210,"[Fe/H]",,4.13,,0.1842
"Kepler-287",0.95,-0.080,"[Fe/H]",,4.40,,0.7634
"Kepler-243",0.92,0.210,"[Fe/H]",,4.58,,108.4450
"Kepler-1447",0.94,0.140,"[Fe/H]",,4.19,,1.5487
"Kepler-1599",0.99,0.020,"[Fe/H]",,4.45,4.270,
"Kepler-195",0.88,-0.040,"[Fe/H]",,4.58,,2.3226
"70 Vir",1.10,,,,3.96,7.920,
"Kepler-478",0.84,0.000,"[Fe/H]",,4.56,,4.0471
"Kepler-274",0.99,-0.180,"[Fe/H]",,4.43,,1.3603
"Kepler-903",0.93,0.140,"[Fe/H]",,4.34,,0.0952
"Kepler-57",0.83,,,,4.63,,
"Kepler-378",,,,,4.65,,
"HD 65216",0.94,-0.120,"[Fe/H]",,4.53,,
"Kepler-49",,,,,,,
"Kepler-1092",,,,,4.47,,
"Kepler-1319",0.50,,,-1.457,4.74,,5.6128
"Kepler-872",,,,,4.58,,
"Kepler-1098",,,,,,,
"Kepler-1069",1.01,0.100,"[Fe/H]",,4.28,,0.0349
"Kepler-946",,-0.270,"[Fe/H]",,4.70,,
"Kepler-978",1.10,0.160,"[Fe/H]",,4.33,,0.0782
"HD 62364",1.30,,,,,3.900,
"HD 220074",,,,,,,
"HD 20868",0.39,0.050,"[Fe/H]",,4.26,,
"tau Cet",,,,,,,
"Kepler-579",,,,,4.52,,
"Kepler-868",1.00,-0.180,"[Fe/H]",,4.52,,0.8547
"Kepler-348",1.33,-0.128,"[M/H]",0.433,4.34,,0.8597
"Kepler-366",1.09,-0.100,"[Fe/H]",,4.45,,0.9178
"Kepler-1825",0.75,-0.060,"[Fe/H]",,4.52,,18.0399
"Kepler-769",1.07,-0.180,"[Fe/H]",,4.46,,1.5039
"Kepler-1995",0.85,0.480,"[Fe/H]",,4.43,,24.8901
"Kepler-703",0.97,-0.120,"[Fe/H]",,4.54,,2.2992
"Kepler-589",0.83,-0.020,"[Fe/H]",,4.43,,3.4876
"Kepler-1066",0.98,0.111,"[M/H]",-0.190,4.55,,2.1280
"Kepler-285",,-0.063,"[Fe/H]",,4.71,,
"Kepler-1627",0.87,-0.100,"[Fe/H]",,4.54,4.680,
"Kepler-1198",1.01,0.180,"[Fe/H]",,4.39,,3.8506
"Kepler-534",1.07,0.070,"[Fe/H]",,4.50,,1.4256
"Kepler-861",0.82,0.010,"[Fe/H]",,4.58,4.470,
"Kepler-965",,,,,,,
"Kepler-48",0.88,,,,4.49,9.400,
"Kepler-595",0.93,,,,,,
"Kepler-549",,,,,,,
"Kepler-1001",0.96,,,,4.56,0.600,
"Kepler-322",,,,-0.297,,,
"Kepler-679",,,,,4.65,,
"Kepler-979",0.81,,,,4.64,0.600,
"HD 189733",,,,,,,
"HD 89307",1.03,-0.140,"[Fe/H]",,4.41,,
"HD 99492",0.78,0.360,,,4.77,3.980,
"Kepler-630",,,,,,,
"Kepler-31",1.19,,,,,,
"Kepler-659",,,,,,,
"Kepler-1384",,,,,,,
"KELT-9",,,,,,,
"TOI-1173",,,,,4.44,,
"Kepler-801",0.51,-0.210,"[Fe/H]",,4.76,,1.1118
"47 UMa",,,,,,,
"HD 195019",1.06,0.080,"[Fe/H]",,4.36,,
"Kepler-789",1.10,,,,4.47,0.200,
"Kepler-1870",0.81,-0.260,"[Fe/H]",,4.36,,29.3296
"Kepler-497",1.00,0.220,"[Fe/H]",,4.37,,1.4358
"Kepler-279",1.10,-0.580,"[Fe/H]",,4.42,,0.0391
"Kepler-1482",0.71,-0.660,"[Fe/H]",,4.62,,6.6159
"Kepler-578",0.96,0.320,"[Fe/H]",,3.90,,0.5879
"Kepler-823",1.00,0.140,"[Fe/H]",,4.20,,0.6201
"HD 102195",0.90,0.050,"[Fe/H]",-0.331,4.37,1.000,
"HD 1690",1.86,-0.270,"[Fe/H]",,2.04,,
"Kepler-905",1.02,,,,4.50,1.600,
"Kepler-1507",0.80,-0.180,"[Fe/H]",,4.42,,5.4734
"Kepler-567",0.84,0.000,"[Fe/H]",,4.57,4.680,
"Kepler-223",0.90,-0.220,"[Fe/H]",,4.39,,0.0040
"Kepler-1265",0.72,0.000,"[Fe/H]",,4.56,,0.4250
"Kepler-1267",0.97,0.100,"[Fe/H]",,4.55,,1.5300
"Kepler-872",0.95,-0.140,"[Fe/H]",,4.55,,0.8756
"Kepler-85",0.92,,,,4.22,,
"Kepler-345",0.71,-0.020,"[Fe/H]",,4.66,,6.2065
"Kepler-1880",0.52,-0.920,"[Fe/H]",,4.71,,26.8330
"Kepler-152",0.85,-0.140,"[Fe/H]",,4.60,,11.1645
"Kepler-1111",,,,,,,
"Kepler-27",1.00,,,,4.51,1.900,
"HD 210702",,,,,,,
"HD 128311",0.61,0.030,"[Fe/H]",,4.44,,
"Kepler-215",0.77,,,,4.47,,
"Kepler-1276",,-0.532,"[Fe/H]",,4.37,,
"Kepler-617",0.49,0.000,"[Fe/H]",,4.78,,5.7293
"Kepler-948",,,,,,,
"Kepler-927",0.97,,,,4.44,,
"Kepler-1008",0.95,,,,3.88,,
"Kepler-183",1.04,,,,,,
"HD 1461",1.03,0.180,"[Fe/H]",0.107,4.37,7.120,
"Kepler-902",,,,,,,
"Kepler-357",0.73,,,,4.58,13.800,
"Kepler-24",0.96,-0.240,"[Fe/H]",,4.35,,0.0340
"Kepler-26",0.55,-0.080,"[Fe/H]",,4.73,,5.0872
"Kepler-240",0.76,,,-0.524,4.50,,2.0275
"Kepler-984",,,,-0.161,,,
"Kepler-47",0.96,,,,,,1.6500
"Kepler-439",0.86,-0.300,"[Fe/H]",,4.58,,0.7066
"TOI-2107",0.96,0.070,"[Fe/H]",-0.105,4.48,4.000,1.6800
"Kepler-538",0.88,-0.100,"[Fe/H]",,4.50,,2.4586
"HD 215152",0.70,-0.100,"[Fe/H]",-0.558,4.40,,
"Kepler-1172",0.93,0.040,"[Fe/H]",,4.22,,0.7777
"Kepler-705",0.53,0.210,"[Fe/H]",-1.385,4.76,1.600,4.1800
"Kepler-1345",1.24,-0.320,"[Fe/H]",,4.22,,0.4092
"Kepler-603",0.98,-0.200,"[Fe/H]",,4.52,,0.5078
"Kepler-305",,-0.071,"[Fe/H]",,4.51,,
"Kepler-37",0.79,,,,,,
"Kepler-1680",0.83,0.200,"[Fe/H]",,4.45,,7.9615
"Kepler-87",0.97,-0.180,"[Fe/H]",,3.96,,0.0554
"Kepler-374",0.89,-0.440,"[Fe/H]",,4.48,,0.8470
"Kepler-282",1.08,,,,4.48,0.400,
"Kepler-1602",1.09,-0.160,"[Fe/H]",,4.45,,3.4151
"Kepler-1135",0.91,-0.240,"[Fe/H]",,4.36,,0.5752
"Kepler-1614",0.90,-0.020,"[Fe/H]",,4.58,,1.5777
"Kepler-438",0.48,-0.100,"[Fe/H]",,4.79,,2.6155
"Kepler-775",0.93,0.029,"[M/H]",-0.267,4.54,,2.1150
"HD 136925",1.04,-0.200,"[M/H]",0.134,4.32,,0.9284
"Kepler-602",,,,,4.50,,
"Kepler-1302",0.85,0.040,"[Fe/H]",,4.49,,13.1620
"Kepler-220",,,,,4.66,,
"Kepler-1581",,-0.081,"[Fe/H]",,4.19,,
"Kepler-80",0.72,,,,4.67,3.100,
"Kepler-56",1.32,0.200,"[Fe/H]",,3.31,3.500,0.0246
"Kepler-294",,,,,,,
"Kepler-1741",0.48,-0.110,"[Fe/H]",,4.79,,18.6520
"Kepler-312",1.20,0.210,"[Fe/H]",,4.43,,4.4178
"Kepler-1199",,,,,,,
"HD 7449",1.05,,,,4.51,,
"HIP 5763",0.72,,,,,,
"Kepler-177",,,,,,,
"TOI-1451",1.00,0.019,"[Fe/H]",0.024,4.42,4.000,1.3363
"Kepler-308",1.00,-0.100,"[Fe/H]",,4.52,,4.2780
"Kepler-1360",,,,0.718,,,
"Kepler-1257",,-0.015,"[Fe/H]",,4.90,,
"Kepler-1389",0.76,-0.200,"[Fe/H]",,4.56,,2.6103
"Kepler-34",,-0.263,"[Fe/H]",,4.44,,
"Kepler-176",,,,,,,
"Kepler-174",0.58,-0.640,"[Fe/H]",,4.66,,3.3395
"Kepler-605",0.92,0.020,"[Fe/H]",,4.57,,9.9793
"Kepler-1422",1.15,0.000,"[Fe/H]",,4.32,3.020,
"Kepler-1289",0.95,-0.280,"[Fe/H]",,4.55,,1.9047
"Kepler-738",0.83,-0.340,"[Fe/H]",,4.61,,1.6764
"Kepler-747",0.74,-0.200,"[Fe/H]",,4.52,,0.5997
"Kepler-133",1.00,0.120,"[Fe/H]",,4.09,,0.2848
"Kepler-1300",1.15,-0.152,"[M/H]",0.636,3.96,,0.2504
"Kepler-1517",2.05,-0.080,"[Fe/H]",,3.54,,0.3724
"Kepler-1699",0.79,-0.480,"[Fe/H]",,4.62,,7.7568
"Kepler-301",0.94,-0.180,"[Fe/H]",,4.52,,0.8430
"Kepler-326",,,,,,,
"Kepler-879",1.00,,,0.033,4.37,,1.0981
"Kepler-1547",,,,,,,
"Kepler-600",0.84,,,,4.63,0.600,
"Kepler-762",1.07,-0.140,"[Fe/H]",,4.39,,0.7787
"Kepler-1235",,,,,,,
"Kepler-1468",1.02,-0.060,"[Fe/H]",,4.47,,0.5782
"Kepler-1187",1.06,-0.010,"[Fe/H]",,4.39,3.390,
"Kepler-853",,,,,4.35,,
"Kepler-1304",0.89,0.180,"[Fe/H]",,4.31,,0.0216
"Kepler-187",1.11,-0.020,"[Fe/H]",,4.32,3.720,
"Kepler-183",,,,,4.50,,
"Kepler-347",1.07,-0.060,"[Fe/H]",,4.47,,0.1333
"Kepler-363",1.07,,,,3.90,7.700,
"Kepler-324",0.90,0.000,"[Fe/H]",,4.58,,0.0871
"HD 171238",0.94,0.170,"[Fe/H]",,4.43,4.920,
"TOI-1751",1.15,,,0.307,4.29,,0.7959
"Kepler-91",1.22,0.300,"[Fe/H]",,2.94,,0.0068
"Kepler-135",1.25,0.180,"[Fe/H]",,4.28,2.450,
"Kepler-188",0.99,-0.140,"[Fe/H]",,4.36,,0.8208
"Kepler-1878",0.95,-0.260,"[Fe/H]",,4.55,,1.3194
"Kepler-936",1.03,0.380,"[Fe/H]",,4.32,,4.4030
"Kepler-1983",0.80,0.070,"[Fe/H]",,4.48,,2.5528
"Kepler-1506",,0.000,"[Fe/H]",,4.60,,
"HD 1502",1.47,-0.040,"[Fe/H]",,3.30,,
"Kepler-1561",0.96,-0.080,"[Fe/H]",,4.55,,1.3624
"Kepler-585",0.93,0.120,"[Fe/H]",,4.50,,2.1080
"Kepler-970",0.70,-0.080,"[Fe/H]",,4.64,4.680,
"KIC 3558849",0.98,-0.420,"[Fe/H]",,4.44,,
"Kepler-479",0.77,-0.220,"[Fe/H]",,4.56,,10.0144
"Kepler-1598",1.03,-0.120,"[Fe/H]",,4.38,,1.9206
"Kepler-294",0.99,,,,4.53,0.600,
"Kepler-910",1.27,0.170,"[Fe/H]",,4.19,,0.5638
"Kepler-1436",0.97,-0.360,"[Fe/H]",,4.38,,0.2143
"Kepler-824",,,,,4.40,,
"Kepler-665",0.72,,,,4.59,13.700,
"Kepler-466",0.94,-0.080,"[Fe/H]",,4.35,,1.7886
"Kepler-1780",,-0.274,"[Fe/H]",,4.66,,
"Kepler-307",0.98,,,,,,
"KOI-217",,,,,4.54,,
"CoRoT-18",,,,,4.42,,
"Kepler-273",0.95,,,-0.341,4.65,,3.0513
"Kepler-58",1.33,0.090,"[Fe/H]",,4.20,2.140,
"Kepler-277",1.18,0.040,"[Fe/H]",,3.97,,0.0847
"Kepler-198",0.95,-0.120,"[Fe/H]",,4.55,,1.8477
"Kepler-1919",0.87,-0.160,"[Fe/H]",,4.55,,2.4093
"Kepler-1321",0.51,0.210,"[Fe/H]",,4.74,,3.7709
"Kepler-693",0.72,-0.200,"[Fe/H]",,4.55,,3.2142
"Kepler-561",0.96,0.020,"[Fe/H]",,4.48,4.270,
"TOI-969",0.73,0.175,"[Fe/H]",,4.55,2.030,
"Kepler-1942",0.85,-0.500,"[Fe/H]",,4.57,,204.0431
"Kepler-296",0.38,-0.230,"[Fe/H]",,4.89,4.370,
"Kepler-1312",0.85,-0.380,"[Fe/H]",,4.58,,3.9048
"Kepler-1626",1.20,-0.100,"[Fe/H]",,4.37,,0.8298
"Kepler-1231",1.01,-0.040,"[Fe/H]",,4.51,,1.2428
"Kepler-1295",0.92,-0.060,"[Fe/H]",,4.56,,4.1898
"Kepler-529",1.00,-0.160,"[Fe/H]",,4.29,,0.0865
"Kepler-1422",1.31,0.070,"[Fe/H]",,4.33,,0.4384
"Kepler-1232",0.91,0.120,"[Fe/H]",,4.41,,12.7346
"Kepler-1093",,,,,4.23,,
"Kepler-1041",,-0.101,"[Fe/H]",,4.78,,
"Kepler-1987",0.78,0.120,"[Fe/H]",,4.60,,4.4006
"Kepler-1272",1.06,0.060,"[Fe/H]",,4.39,3.890,
"Kepler-1269",1.10,0.070,"[Fe/H]",,4.36,3.550,
"Kepler-1193",,,,0.331,,,
"Kepler-728",,,,,4.56,,
"Kepler-879",0.97,-0.040,"[Fe/H]",,4.41,,1.0669
"Kepler-1624",0.43,0.480,"[Fe/H]",,4.81,,7.2877
"Kepler-1862",,,,,4.61,,
"Kepler-1645",,,,,,,
"Kepler-491",,,,,,,
"Kepler-838",1.09,-0.100,"[Fe/H]",,4.46,,0.6906
"Kepler-1227",,,,,,,
"Kepler-763",0.88,0.040,"[Fe/H]",,4.58,,1.1616
"Kepler-1490",0.90,-0.080,"[Fe/H]",,4.52,4.570,
"HD 220773",1.09,0.110,"[M/H]",0.496,4.03,,0.3341
"Kepler-1480",0.85,0.070,"[Fe/H]",,4.56,4.790,
"Kepler-364",1.20,-0.080,"[Fe/H]",,4.38,,1.5226
"Kepler-20",0.88,0.020,"[Fe/H]",,4.45,,1.2626
"Kepler-255",1.01,0.210,"[Fe/H]",,4.55,,2.2467
"Kepler-1913",1.11,0.000,"[Fe/H]",,4.39,,2.5728
"Kepler-517",0.86,-0.120,"[Fe/H]",,4.32,,2.1109
"Kepler-1129",1.00,-0.040,"[Fe/H]",,4.44,4.070,
"HD 191939",,,,,4.49,,
"Kepler-491",1.02,0.420,"[Fe/H]",,4.40,,1.9845
"Kepler-281",0.95,0.020,"[Fe/H]",,4.49,4.680,
"Kepler-714",1.15,0.070,"[Fe/H]",,4.44,,1.1446
"Kepler-1023",1.03,0.300,"[Fe/H]",,4.51,,51.2975
"Kepler-944",0.85,-0.360,"[Fe/H]",,4.58,,3.0612
"Kepler-737",0.47,-0.260,"[Fe/H]",,4.78,,5.4914
"HD 106906",1.32,,,0.853,3.90,,0.1943
"Kepler-1114",0.87,-0.080,"[Fe/H]",,4.55,4.270,
"CoRoT-5",1.13,0.040,"[Fe/H]",,4.46,,0.8800
"Kepler-1158",1.16,,,,4.27,3.140,
"Kepler-268",,,,,4.38,,
"Kepler-192",0.91,,,,4.59,0.500,
"Kepler-43",,,,,4.22,,
"HD 216770",,,,-0.150,,,
"Kepler-948",0.96,0.171,"[M/H]",-0.109,4.45,,1.4802
"HD 47186",,,,,,,
"Kepler-344",,,,,,,
"Kepler-1508",0.82,-0.400,"[Fe/H]",,4.42,,0.2382
"Kepler-121",0.77,-0.380,"[Fe/H]",,4.61,,0.7794
"Kepler-1570",1.07,-0.240,"[Fe/H]",,3.80,,0.4497
"Kepler-1694",0.68,-0.580,"[Fe/H]",,4.67,,6.2973
"Kepler-1719",1.08,0.040,"[Fe/H]",,3.97,,0.2582
"TOI-1823",0.77,,,-0.505,4.49,,1.9519
"Kepler-1972",1.17,-0.280,"[Fe/H]",,3.83,,0.0707
"Kepler-1494",1.01,-0.020,"[Fe/H]",,4.44,,0.1238
"Kepler-290",0.84,-0.060,"[Fe/H]",,4.60,,3.7212
"Kepler-1993",1.37,-0.040,"[Fe/H]",,3.60,,0.0741
"Kepler-201",1.10,0.040,"[Fe/H]",,4.29,,0.8351
"Kepler-908",1.13,0.210,"[Fe/H]",,4.47,,2.8175
"Kepler-1328",1.00,-0.140,"[Fe/H]",,4.52,,0.9200
"Kepler-873",1.16,-0.040,"[Fe/H]",,4.41,,0.3162
"Kepler-1777",1.19,-0.160,"[Fe/H]",,3.98,,0.1691
"Kepler-833",0.56,-0.200,"[Fe/H]",,4.72,,6.1548
"Kepler-1972",1.17,-0.280,"[Fe/H]",,3.83,,0.0707
"Kepler-44",0.84,,,,4.48,10.200,
"Kepler-186",0.51,-0.200,"[Fe/H]",,4.75,,
"Kepler-1005",1.02,-0.035,"[M/H]",0.136,4.30,,0.8649
"TOI-544",0.66,,,-0.900,4.61,,3.1868
"Kepler-24",1.02,,,,4.35,5.200,
"TOI-1742",1.02,,,0.108,4.32,,0.9248
"HD 110014",2.09,0.140,"[Fe/H]",,,,
"Kepler-1859",0.99,,,,4.36,,
"Kepler-361",,,,0.413,,,
"Kepler-1207",1.04,,,,4.50,,
"Kepler-1701",,,,,,,
"Kepler-149",,,,,,,
"Kepler-1166",,,,-0.272,,,
"Kepler-599",,,,,4.54,,
"Kepler-1331",0.61,-0.180,"[Fe/H]",,4.63,,7.0879
"HD 85390",0.87,-0.084,"[M/H]",-0.366,4.55,,2.2146
"Kepler-1351",0.60,-0.340,"[Fe/H]",,4.64,,5.2737
"Kepler-1724",1.02,-0.220,"[Fe/H]",,4.50,,1.7003
"Kepler-1860",0.97,0.020,"[Fe/H]",,4.55,,2.7589
